,Unnamed: 0,part_id,utterance,utterance_symbol_removed,perceivers
798,798,140-0,"Daniela: Exactly, Micheal! Over time, those small amounts can turn into big nest eggs thanks to compound interest.",Daniela: Exactly Micheal Over time those small amounts can turn into big nest eggs thanks to compound interest,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
799,799,140-0,"Johnathan: I couldn't agree more, Daniela. I believe it's crucial to invest in retirement as early as possible to take advantage of compounding returns.",Johnathan: I couldnt agree more Daniela I believe its crucial to invest in retirement as early as possible to take advantage of compounding returns,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
800,800,140-0,Jaden: That makes sense. Even small investments can really grow over time. I'll have to start putting more thought into my retirement plans.,Jaden: That makes sense Even small investments can really grow over time Ill have to start putting more thought into my retirement plans,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
801,801,140-0,"Daniela: Exactly, Jaden! It's also beneficial to diversify your investments. For instance, I've split my investments between my 401k plan, an IRA, and a high-yield savings account to spread the risk.",Daniela: Exactly Jaden Its also beneficial to diversify your investments For instance Ive split my investments between my 401k plan an IRA and a highyield savings account to spread the risk,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
802,802,140-0,"Micheal: Sounds like we're all on the same page here. And that diversified approach sounds like a solid strategy, Daniela. I might have to consider that.",Micheal: Sounds like were all on the same page here And that diversified approach sounds like a solid strategy Daniela I might have to consider that,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
803,803,140-0,"Johnathan: Yes, diversification is key to balance the risk. Daniela's approach seems very sensible.",Johnathan: Yes diversification is key to balance the risk Danielas approach seems very sensible,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
804,804,140-0,"Jaden: Thanks for the advice guys, I'm learning a lot from this conversation, especially about the importance of saving and investing.",Jaden: Thanks for the advice guys Im learning a lot from this conversation especially about the importance of saving and investing,"['Jaden', 'Johnathan', 'Micheal', 'Daniela']"
805,805,141-0,"Brooklyn: It's nice to meet you, Tony. Isn't it amazing how technology has made such a significant impact on our lives?",Brooklyn: Its nice to meet you Tony Isnt it amazing how technology has made such a significant impact on our lives,"['Brooklyn', 'Tony']"
806,806,141-0,"Tony: Absolutely, Brooklyn. Even 20 years ago, we can't even imagine things like smartphones and Wi-Fi. Now, they are integral parts of our life.",Tony: Absolutely Brooklyn Even 20 years ago we cant even imagine things like smartphones and WiFi Now they are integral parts of our life,"['Brooklyn', 'Tony']"
807,807,141-0,"Brooklyn: Well, I have mixed feelings about this. On one hand, technology makes our lives a lot easier. Instant communication, entertainment, knowledge at our fingertips, and all sorts of other beneficial features.",Brooklyn: Well I have mixed feelings about this On one hand technology makes our lives a lot easier Instant communication entertainment knowledge at our fingertips and all sorts of other beneficial features,"['Brooklyn', 'Tony']"
808,808,141-0,"Tony: Right? I often wonder how we managed to get by without things such as Google Maps. I remember having to carry around big, inconvenient paper maps and still getting lost.",Tony: Right I often wonder how we managed to get by without things such as Google Maps I remember having to carry around big inconvenient paper maps and still getting lost,"['Brooklyn', 'Tony']"
809,809,141-0,"Brooklyn: Ha! I can relate to that. But sometimes, don't you feel like we are too dependent on technology?",Brooklyn: Ha I can relate to that But sometimes dont you feel like we are too dependent on technology,"['Brooklyn', 'Tony']"
810,810,141-0,"Tony: I agree. Our dependence on technology is indeed a double-edged sword. It's great to have these tools to increase productivity and streamline our tasks. But at the same time, we risk becoming too reliant on them.",Tony: I agree Our dependence on technology is indeed a doubleedged sword Its great to have these tools to increase productivity and streamline our tasks But at the same time we risk becoming too reliant on them,"['Brooklyn', 'Tony']"
811,811,141-0,"Brooklyn: Exactly! Moreover, I feel technology reduces our privacy and everyone is so open to the public now. You know, anyone can snap your picture and post it online without you knowing.",Brooklyn: Exactly Moreover I feel technology reduces our privacy and everyone is so open to the public now You know anyone can snap your picture and post it online without you knowing,"['Brooklyn', 'Tony']"
812,812,141-0,"Tony: That's an excellent point. Even though there are efforts being made to control and regulate this, technology has made privacy a much bigger issue than ever before.",Tony: Thats an excellent point Even though there are efforts being made to control and regulate this technology has made privacy a much bigger issue than ever before,"['Brooklyn', 'Tony']"
813,813,141-0,"Brooklyn: And let's not forget how technology is impacting our social skills and mental health. Children nowadays hardly play outdoors. Instead, they are hooked to gadgets.",Brooklyn: And lets not forget how technology is impacting our social skills and mental health Children nowadays hardly play outdoors Instead they are hooked to gadgets,"['Brooklyn', 'Tony']"
814,814,141-0,"Tony: Absolutely, it's a big concern. In moderation, technology is an excellent tool. But like with everything else, too much of it can lead to adverse effects. It's important to establish a balance.",Tony: Absolutely its a big concern In moderation technology is an excellent tool But like with everything else too much of it can lead to adverse effects Its important to establish a balance,"['Brooklyn', 'Tony']"
815,815,141-0,"Brooklyn: I totally agree with you, Tony. It's such an interesting topic, isn't it?",Brooklyn: I totally agree with you Tony Its such an interesting topic isnt it,"['Brooklyn', 'Tony']"
816,816,141-0,"Tony: Yes, it is. Makes me wonder how even more advanced technology will impact our lives in the future.",Tony: Yes it is Makes me wonder how even more advanced technology will impact our lives in the future,"['Brooklyn', 'Tony']"
817,817,141-0,"Kailey: Hey guys, I couldn't help but catch your conversation. Indeed technology has immensely changed our lives. I was just reading an article about how it's affecting our economy.",Kailey: Hey guys I couldnt help but catch your conversation Indeed technology has immensely changed our lives I was just reading an article about how its affecting our economy,"['Brooklyn', 'Tony', 'Kailey']"
818,818,141-0,"Tony: True that, Kailey! Technology has significantly impacted the economic landscape. Its effects on business operations and the labor market can't be overstated.",Tony: True that Kailey Technology has significantly impacted the economic landscape Its effects on business operations and the labor market cant be overstated,"['Brooklyn', 'Tony', 'Kailey']"
819,819,141-0,"Brooklyn: Absolutely. It has made information much more accessible, revolutionized the way we conduct business, and has even given rise to entirely new industries.",Brooklyn: Absolutely It has made information much more accessible revolutionized the way we conduct business and has even given rise to entirely new industries,"['Brooklyn', 'Tony', 'Kailey']"
820,820,141-0,"Kailey: Definitely. Through technology, businesses can connect with worldwide markets they might never have had access to before. In my own job, I'm able to interact with clients from all over the world because of technology.",Kailey: Definitely Through technology businesses can connect with worldwide markets they might never have had access to before In my own job Im able to interact with clients from all over the world because of technology,"['Brooklyn', 'Tony', 'Kailey']"
821,821,141-0,"Tony: That's so true. But these advancements come with their own set of challenges, especially career displacement due to automation and mechanization.",Tony: Thats so true But these advancements come with their own set of challenges especially career displacement due to automation and mechanization,"['Brooklyn', 'Tony', 'Kailey']"
822,822,141-0,"Brooklyn: Good point, Tony. I read that millions of jobs are at risk due to technological developments. However, it simultaneously creates new job sectors requiring specialized skills.",Brooklyn: Good point Tony I read that millions of jobs are at risk due to technological developments However it simultaneously creates new job sectors requiring specialized skills,"['Brooklyn', 'Tony', 'Kailey']"
823,823,141-0,"Kailey: Yes, it's a bit of a paradox, isn't it? On one hand, we're looking at job displacement, but on the other, we have a growing demand for professionals adept in technology.",Kailey: Yes its a bit of a paradox isnt it On one hand were looking at job displacement but on the other we have a growing demand for professionals adept in technology,"['Brooklyn', 'Tony', 'Kailey']"
824,824,141-0,"Tony: Well, I guess it boils down to adaptability. Evolving skill sets and continuous learning would be the key to staying relevant in this ever-changing technology-driven world.",Tony: Well I guess it boils down to adaptability Evolving skill sets and continuous learning would be the key to staying relevant in this everchanging technologydriven world,"['Brooklyn', 'Tony', 'Kailey']"
825,825,141-0,"Brooklyn: You're absolutely right, Tony. The question is how well we adjust and keep up with the pace of technological advancements.",Brooklyn: Youre absolutely right Tony The question is how well we adjust and keep up with the pace of technological advancements,"['Brooklyn', 'Tony', 'Kailey']"
826,826,141-0,"Kailey: Agreed. With rapid technology coming into play, it's not just about learning new skills, but also adopting a new mindset. The economy is changing and so must we.",Kailey: Agreed With rapid technology coming into play its not just about learning new skills but also adopting a new mindset The economy is changing and so must we,"['Brooklyn', 'Tony', 'Kailey']"
827,827,143-0,"Roger: Guys, I've been thinking it's quite surreal how social media has transformed our lives. I think the range of platforms also means preferences can be so unique. Personally, I always find myself going back to Facebook. It's just very comprehensive, you know?",Roger: Guys Ive been thinking its quite surreal how social media has transformed our lives I think the range of platforms also means preferences can be so unique Personally I always find myself going back to Facebook Its just very comprehensive you know,"['Roger', 'Gage', 'Casey']"
828,828,143-0,"Gage: Oh, absolutely. Although, to be honest, I'm drawn more towards Instagram. Maybe it's the visual aspect of it that does it for me. You know, stunning photos, creative videos, and I can usually find some engaging content to consume.",Gage: Oh absolutely Although to be honest Im drawn more towards Instagram Maybe its the visual aspect of it that does it for me You know stunning photos creative videos and I can usually find some engaging content to consume,"['Roger', 'Gage', 'Casey']"
829,829,143-0,"Casey: That's interesting, Gage. Personally, I'm drawn to Twitter. It's the conversations, debates, trending news, hashtag games - everything seems to move so much faster, keeping me hooked.",Casey: Thats interesting Gage Personally Im drawn to Twitter Its the conversations debates trending news hashtag games  everything seems to move so much faster keeping me hooked,"['Roger', 'Gage', 'Casey']"
830,830,143-0,"Roger: I do see the lure of Twitter, Casey. Being able to access breaking news before it makes it to traditional channels is one of them, I suppose.",Roger: I do see the lure of Twitter Casey Being able to access breaking news before it makes it to traditional channels is one of them I suppose,"['Roger', 'Gage', 'Casey']"
831,831,143-0,"Gage: True, but isn’t it the same with Instagram too? It provides immediate access to real-time happenings as well, just in a much more visual and curated way.",Gage: True but isnt it the same with Instagram too It provides immediate access to realtime happenings as well just in a much more visual and curated way,"['Roger', 'Gage', 'Casey']"
832,832,143-0,"Casey: Agreed, Gage. Although, as a veracious writer, I find the word limit in Twitter more challenging and exciting. And, of course, sometimes I just want the gist – don’t have time to read lengthy posts or watch long videos.",Casey: Agreed Gage Although as a veracious writer I find the word limit in Twitter more challenging and exciting And of course sometimes I just want the gist – dont have time to read lengthy posts or watch long videos,"['Roger', 'Gage', 'Casey']"
833,833,143-0,"Roger: That's a fair point, Casey. My favoritism towards Facebook is probably because it's a little bit of everything - texts, images, videos, marketplace, and also, it's where most of my familiar connections are.",Roger: Thats a fair point Casey My favoritism towards Facebook is probably because its a little bit of everything  texts images videos marketplace and also its where most of my familiar connections are,"['Roger', 'Gage', 'Casey']"
834,834,143-0,"Gage: Makes sense, Roger. I guess, in the end, it depends on personal preferences and needs. All platforms surely have their own merits.",Gage: Makes sense Roger I guess in the end it depends on personal preferences and needs All platforms surely have their own merits,"['Roger', 'Gage', 'Casey']"
835,835,143-0,"Casey: Absolutely. Besides, all of us being on different platforms means we cover a wider range of perspectives and information. So, a different favorite for each of us seems like a win to me!",Casey: Absolutely Besides all of us being on different platforms means we cover a wider range of perspectives and information So a different favorite for each of us seems like a win to me,"['Roger', 'Gage', 'Casey']"
836,836,143-0,"Roger: Alright guys, I'm going to head out and grab a drink. Do keep hashing out this topic though - it's quite interesting!",Roger: Alright guys Im going to head out and grab a drink Do keep hashing out this topic though  its quite interesting,"['Roger', 'Gage', 'Casey']"
837,837,143-0,"Gage: Sure thing, Roger. Stay hydrated!",Gage: Sure thing Roger Stay hydrated,"['Roger', 'Gage', 'Casey']"
838,838,143-0,"Casey: Bye, Roger. Enjoy your drink.",Casey: Bye Roger Enjoy your drink,"['Roger', 'Gage', 'Casey']"
839,839,143-0,"Gage: So, Casey, since Roger’s gone, have you noticed any recent trends or controversies on Twitter, given that everything moves so fast there?",Gage: So Casey since Rogers gone have you noticed any recent trends or controversies on Twitter given that everything moves so fast there,"['Gage', 'Casey']"
840,840,143-0,"Casey: Oh, yes! One of the current trends I've seen is the revival of old trends. Stuff that was in fashion a few years ago is suddenly all around again, like tie-dye shirts and nostalgic TV shows.",Casey: Oh yes One of the current trends Ive seen is the revival of old trends Stuff that was in fashion a few years ago is suddenly all around again like tiedye shirts and nostalgic TV shows,"['Gage', 'Casey']"
841,841,143-0,"Gage: That's fascinating. Instagram too has been seeing a lot of throwback posts, vintage filters, and of course, food and travel photos. Honestly, I think the pandemic has just made people explore photography and different facets of creativity more than ever.",Gage: Thats fascinating Instagram too has been seeing a lot of throwback posts vintage filters and of course food and travel photos Honestly I think the pandemic has just made people explore photography and different facets of creativity more than ever,"['Gage', 'Casey']"
842,842,143-0,"Casey: Yes, as for controversies you'd be surprised at the kind of debates tweets can spark. It could be something as important as political activism or as trivial as pineapple on pizza.",Casey: Yes as for controversies youd be surprised at the kind of debates tweets can spark It could be something as important as political activism or as trivial as pineapple on pizza,"['Gage', 'Casey']"
843,843,143-0,"Gage: Really, pineapple on pizza is still a debate? That's hilarious. Well, Instagram also has its share of controversies - typically around issues of privacy, body image, or even influencer culture.",Gage: Really pineapple on pizza is still a debate Thats hilarious Well Instagram also has its share of controversies  typically around issues of privacy body image or even influencer culture,"['Gage', 'Casey']"
844,844,143-0,Casey: I've seen people talk about the influencer culture on Twitter too. Some say it's a breath of fresh air while others think it's harmful.,Casey: Ive seen people talk about the influencer culture on Twitter too Some say its a breath of fresh air while others think its harmful,"['Gage', 'Casey']"
845,845,143-0,"Gage: Yes, it's quite a tricky issue. Anyway, it’s always insightful to have such discussions, especially considering we both frequent different platforms.",Gage: Yes its quite a tricky issue Anyway its always insightful to have such discussions especially considering we both frequent different platforms,"['Gage', 'Casey']"
846,846,143-0,"Casey: Agreed, it broadens our understanding of how social media shapes our society. Let's keep this going.",Casey: Agreed it broadens our understanding of how social media shapes our society Lets keep this going,"['Gage', 'Casey']"
847,847,143-0,"Johnathan: Hello, Gage, Casey. What's the conversation about?",Johnathan: Hello Gage Casey Whats the conversation about,"['Gage', 'Casey', 'Johnathan']"
848,848,143-0,"Gage: Hey Johnathan, we were discussing how different our favorite social media platforms are, and the major trends and controversies right now. Actually, this does tie in to a question that I've been meaning to ask. How has your own experience been with social media impacting your work, considering you work in digital marketing?",Gage: Hey Johnathan we were discussing how different our favorite social media platforms are and the major trends and controversies right now Actually this does tie in to a question that Ive been meaning to ask How has your own experience been with social media impacting your work considering you work in digital marketing,"['Gage', 'Casey', 'Johnathan']"
849,849,143-0,"Johnathan: Oh, that's an interesting question, Gage. I can say, without any doubt, that social media has been a game changer for businesses of all sizes. The ability to directly engage customers, garner feedback, and enhance brand visibility which we thought was impossible a few years back is now a norm thanks to social media.",Johnathan: Oh thats an interesting question Gage I can say without any doubt that social media has been a game changer for businesses of all sizes The ability to directly engage customers garner feedback and enhance brand visibility which we thought was impossible a few years back is now a norm thanks to social media,"['Gage', 'Casey', 'Johnathan']"
850,850,143-0,"Casey: I can imagine. As a writer, I have seen how Twitter has helped writers gain audience, get immediate feedback and, in some cases, even book deals!",Casey: I can imagine As a writer I have seen how Twitter has helped writers gain audience get immediate feedback and in some cases even book deals,"['Gage', 'Casey', 'Johnathan']"
851,851,143-0,"Johnathan: Exactly, Casey. And it's not just about creating brand presence, it has led to innovative ways to generate revenue. For instance, influencers have become a major part of advertising strategy for many businesses.",Johnathan: Exactly Casey And its not just about creating brand presence it has led to innovative ways to generate revenue For instance influencers have become a major part of advertising strategy for many businesses,"['Gage', 'Casey', 'Johnathan']"
852,852,143-0,"Gage: Yes, and not to forget the whole sector dedicated to social media marketing, creating a plethora of jobs.",Gage: Yes and not to forget the whole sector dedicated to social media marketing creating a plethora of jobs,"['Gage', 'Casey', 'Johnathan']"
853,853,143-0,"Johnathan: Right, Gage. Social media has definitely boosted the economy in different ways.",Johnathan: Right Gage Social media has definitely boosted the economy in different ways,"['Gage', 'Casey', 'Johnathan']"
854,854,143-0,Casey: Indeed. It's just fascinating how something we use for entertainment is playing such a significant role in economy.,Casey: Indeed Its just fascinating how something we use for entertainment is playing such a significant role in economy,"['Gage', 'Casey', 'Johnathan']"
855,855,143-0,"Gage: True. Even visually intensive platforms like Instagram have a space for business. Social commerce, facilitated by these platforms, has been gaining momentum.",Gage: True Even visually intensive platforms like Instagram have a space for business Social commerce facilitated by these platforms has been gaining momentum,"['Gage', 'Casey', 'Johnathan']"
856,856,143-0,Johnathan: Agreed. The launch of Instagram’s shopping feature is a perfect example of this shift.,Johnathan: Agreed The launch of Instagrams shopping feature is a perfect example of this shift,"['Gage', 'Casey', 'Johnathan']"
857,857,143-0,"Casey: Yes, it's opening up a whole new dimension for businesses. It will be interesting to see how these trends evolve.",Casey: Yes its opening up a whole new dimension for businesses It will be interesting to see how these trends evolve,"['Gage', 'Casey', 'Johnathan']"
858,858,143-0,"Johnathan: Absolutely, the continual evolution of social media platforms is something that not only keeps us entertained but also drives our economy forward.",Johnathan: Absolutely the continual evolution of social media platforms is something that not only keeps us entertained but also drives our economy forward,"['Gage', 'Casey', 'Johnathan']"
859,859,145-0,"Emiliano: I apologize guys, but I have to leave for a while; I need to make a phone call. Please continue, and I'll join back as soon as I can.",Emiliano: I apologize guys but I have to leave for a while I need to make a phone call Please continue and Ill join back as soon as I can,"['Emiliano', 'Ellie', 'Roger']"
860,860,145-0,"Ellie: No problem, Emiliano. We will continue. We've moved on to talking about our favorite teachers and mentors now. Roger, would you like to start?",Ellie: No problem Emiliano We will continue Weve moved on to talking about our favorite teachers and mentors now Roger would you like to start,"['Emiliano', 'Ellie', 'Roger']"
861,861,145-0,"Roger: Sure, Ellie! Well, my favorite teacher was our English teacher, Mrs. Barker. She always encouraged our creativity and fostered a love for the literature in us.",Roger: Sure Ellie Well my favorite teacher was our English teacher Mrs Barker She always encouraged our creativity and fostered a love for the literature in us,"['Ellie', 'Roger']"
862,862,145-0,"Ellie: That's awesome. I had a similar experience with my math teacher, Mr. Jefferson.",Ellie: Thats awesome I had a similar experience with my math teacher Mr Jefferson,"['Ellie', 'Roger']"
863,863,145-0,Roger: That sounds nice. Teachers really do help shape us in so many ways.,Roger: That sounds nice Teachers really do help shape us in so many ways,"['Ellie', 'Roger']"
864,864,145-0,"Ellie: Yes, they do. I bet when Emiliano comes back, he’ll have some interesting stories to share too.",Ellie: Yes they do I bet when Emiliano comes back hell have some interesting stories to share too,"['Ellie', 'Roger']"
865,865,145-0,"Emiliano: I'm back, guys. Sorry for the interruption. You were talking about teachers and their impact. Just like you both, I had a couple of influential teachers who guided me enormously in my musical journey.",Emiliano: Im back guys Sorry for the interruption You were talking about teachers and their impact Just like you both I had a couple of influential teachers who guided me enormously in my musical journey,"['Ellie', 'Roger', 'Emiliano']"
866,866,145-0,"Ellie: I'm glad to hear that Emiliano. Speaking of journeys, what are your future education and career plans?",Ellie: Im glad to hear that Emiliano Speaking of journeys what are your future education and career plans,"['Ellie', 'Roger', 'Emiliano']"
867,867,145-0,"Emiliano: Well, Ellie, I plan to continue my studies in Musicology after completing my undergraduate degree. As for my career, I'm definitely thinking about a career in music.",Emiliano: Well Ellie I plan to continue my studies in Musicology after completing my undergraduate degree As for my career Im definitely thinking about a career in music,"['Ellie', 'Roger', 'Emiliano']"
868,868,145-0,"Roger: That sounds brilliant, Emiliano. On my part, I'm considering a master's degree in Law, and I aspire to become a lawyer someday.",Roger: That sounds brilliant Emiliano On my part Im considering a masters degree in Law and I aspire to become a lawyer someday,"['Ellie', 'Roger', 'Emiliano']"
869,869,145-0,"Ellie: And I'm torn between continuing professional volleyball or studying exercise science. Guess, I need to figure it out soon.",Ellie: And Im torn between continuing professional volleyball or studying exercise science Guess I need to figure it out soon,"['Ellie', 'Roger', 'Emiliano']"
870,870,145-0,"Emiliano: That could potentially be a difficult choice, Ellie. But I'm sure you'll make the right one. Don’t overlook your tremendous passion for volleyball.",Emiliano: That could potentially be a difficult choice Ellie But Im sure youll make the right one Dont overlook your tremendous passion for volleyball,"['Ellie', 'Roger', 'Emiliano']"
871,871,145-0,"Roger: Absolutely! Remember, passion is what drives success. We’re all embryonic in our careers and have a long way to go.",Roger: Absolutely Remember passion is what drives success Were all embryonic in our careers and have a long way to go,"['Ellie', 'Roger', 'Emiliano']"
872,872,145-0,"Ellie: Yes, Roger. It’s intriguing to hear about your future plans. And I agree, Emiliano, I should remain mindful about my passion for volleyball. Thanks, guys! You both are always so understanding and supportive.",Ellie: Yes Roger Its intriguing to hear about your future plans And I agree Emiliano I should remain mindful about my passion for volleyball Thanks guys You both are always so understanding and supportive,"['Ellie', 'Roger', 'Emiliano']"
873,873,145-1,"Emiliano: So, aside from studies, what are your favorite extracurricular activities?",Emiliano: So aside from studies what are your favorite extracurricular activities,"['Emiliano', 'Ellie', 'Roger']"
874,874,145-1,"Ellie: Well, I spent a lot of time playing varsity volleyball during high school; it was a fantastic way to stay fit and socialize. What about you, Emiliano?",Ellie: Well I spent a lot of time playing varsity volleyball during high school it was a fantastic way to stay fit and socialize What about you Emiliano,"['Emiliano', 'Ellie', 'Roger']"
875,875,145-1,"Emiliano: That's cool, Ellie! I leaned more towards music, I used to play drums in a high school rock band. It was really fun and entertaining.",Emiliano: Thats cool Ellie I leaned more towards music I used to play drums in a high school rock band It was really fun and entertaining,"['Emiliano', 'Ellie', 'Roger']"
876,876,145-1,"Roger: That's impressive, both of you! I've always been astonished by people who manage their studies and extracurricular activities so well. I was part of the debate team in my school. It sharpened my analytical and public speaking skills.",Roger: Thats impressive both of you Ive always been astonished by people who manage their studies and extracurricular activities so well I was part of the debate team in my school It sharpened my analytical and public speaking skills,"['Emiliano', 'Ellie', 'Roger']"
877,877,145-1,"Ellie: Oh, that's quite interesting, Roger. It's an entirely different sphere that requires a different set of skills.",Ellie: Oh thats quite interesting Roger Its an entirely different sphere that requires a different set of skills,"['Emiliano', 'Ellie', 'Roger']"
878,878,145-1,"Emiliano: I agree, Ellie. It just goes to show you how these extracurricular activities are beneficial in developing our skill sets even outside of the academic field.",Emiliano: I agree Ellie It just goes to show you how these extracurricular activities are beneficial in developing our skill sets even outside of the academic field,"['Emiliano', 'Ellie', 'Roger']"
879,879,145-1,"Roger: Absolutely! And I believe, no matter what the activity, it's the passion that drives us to excel in it.",Roger: Absolutely And I believe no matter what the activity its the passion that drives us to excel in it,"['Emiliano', 'Ellie', 'Roger']"
880,880,145-1,"Emiliano: Well said, Roger! We've all used our different passions to learn valuable skills. And that's what matters.",Emiliano: Well said Roger Weve all used our different passions to learn valuable skills And thats what matters,"['Emiliano', 'Ellie', 'Roger']"
881,881,145-1,"Ellie: Yes! Ellie, Emiliano…Tell me about a time when you utilized the skills you learned through these activities in real life.",Ellie: Yes Ellie EmilianoTell me about a time when you utilized the skills you learned through these activities in real life,"['Emiliano', 'Ellie', 'Roger']"
882,882,145-1,"Emiliano: Well, Ellie, being in a band it's not just about playing music, it's also about teamwork and discipline. These skills helped me in my professional work.",Emiliano: Well Ellie being in a band its not just about playing music its also about teamwork and discipline These skills helped me in my professional work,"['Emiliano', 'Ellie', 'Roger']"
883,883,145-1,Roger: Absolutely! Being in the debate team built my confidence public speaking. That’s helped me flawlessly in many presentations and meetings in my career.,Roger: Absolutely Being in the debate team built my confidence public speaking Thats helped me flawlessly in many presentations and meetings in my career,"['Emiliano', 'Ellie', 'Roger']"
884,884,145-1,"Ellie: That's awesome guys! Mine did too, especially in terms of team building and leadership skills. It’s amazing how these activities shaped us!",Ellie: Thats awesome guys Mine did too especially in terms of team building and leadership skills Its amazing how these activities shaped us,"['Emiliano', 'Ellie', 'Roger']"
885,885,145-1,"Emiliano: I apologize guys, but I have to leave for a while; I need to make a phone call. Please continue, and I'll join back as soon as I can.",Emiliano: I apologize guys but I have to leave for a while I need to make a phone call Please continue and Ill join back as soon as I can,"['Emiliano', 'Ellie', 'Roger']"
886,886,145-1,"Ellie: No problem, Emiliano. We will continue. We've moved on to talking about our favorite teachers and mentors now. Roger, would you like to start?",Ellie: No problem Emiliano We will continue Weve moved on to talking about our favorite teachers and mentors now Roger would you like to start,"['Emiliano', 'Ellie', 'Roger']"
887,887,145-1,"Roger: Sure, Ellie! Well, my favorite teacher was our English teacher, Mrs. Barker. She always encouraged our creativity and fostered a love for the literature in us.",Roger: Sure Ellie Well my favorite teacher was our English teacher Mrs Barker She always encouraged our creativity and fostered a love for the literature in us,"['Ellie', 'Roger']"
888,888,145-1,"Ellie: That's awesome. I had a similar experience with my math teacher, Mr. Jefferson.",Ellie: Thats awesome I had a similar experience with my math teacher Mr Jefferson,"['Ellie', 'Roger']"
889,889,145-1,Roger: That sounds nice. Teachers really do help shape us in so many ways.,Roger: That sounds nice Teachers really do help shape us in so many ways,"['Ellie', 'Roger']"
890,890,145-1,"Ellie: Yes, they do. I bet when Emiliano comes back, he’ll have some interesting stories to share too.",Ellie: Yes they do I bet when Emiliano comes back hell have some interesting stories to share too,"['Ellie', 'Roger']"
891,891,145-1,"Emiliano: I'm back, guys. Sorry for the interruption. You were talking about teachers and their impact. Just like you both, I had a couple of influential teachers who guided me enormously in my musical journey.",Emiliano: Im back guys Sorry for the interruption You were talking about teachers and their impact Just like you both I had a couple of influential teachers who guided me enormously in my musical journey,"['Ellie', 'Roger', 'Emiliano']"
892,892,145-1,"Ellie: I'm glad to hear that Emiliano. Speaking of journeys, what are your future education and career plans?",Ellie: Im glad to hear that Emiliano Speaking of journeys what are your future education and career plans,"['Ellie', 'Roger', 'Emiliano']"
893,893,145-1,"Emiliano: Well, Ellie, I plan to continue my studies in Musicology after completing my undergraduate degree. As for my career, I'm definitely thinking about a career in music.",Emiliano: Well Ellie I plan to continue my studies in Musicology after completing my undergraduate degree As for my career Im definitely thinking about a career in music,"['Ellie', 'Roger', 'Emiliano']"
894,894,145-1,"Roger: That sounds brilliant, Emiliano. On my part, I'm considering a master's degree in Law, and I aspire to become a lawyer someday.",Roger: That sounds brilliant Emiliano On my part Im considering a masters degree in Law and I aspire to become a lawyer someday,"['Ellie', 'Roger', 'Emiliano']"
895,895,145-1,"Ellie: And I'm torn between continuing professional volleyball or studying exercise science. Guess, I need to figure it out soon.",Ellie: And Im torn between continuing professional volleyball or studying exercise science Guess I need to figure it out soon,"['Ellie', 'Roger', 'Emiliano']"
896,896,145-1,"Emiliano: That could potentially be a difficult choice, Ellie. But I'm sure you'll make the right one. Don’t overlook your tremendous passion for volleyball.",Emiliano: That could potentially be a difficult choice Ellie But Im sure youll make the right one Dont overlook your tremendous passion for volleyball,"['Ellie', 'Roger', 'Emiliano']"
897,897,145-1,"Roger: Absolutely! Remember, passion is what drives success. We’re all embryonic in our careers and have a long way to go.",Roger: Absolutely Remember passion is what drives success Were all embryonic in our careers and have a long way to go,"['Ellie', 'Roger', 'Emiliano']"
898,898,145-1,"Ellie: Yes, Roger. It’s intriguing to hear about your future plans. And I agree, Emiliano, I should remain mindful about my passion for volleyball. Thanks, guys! You both are always so understanding and supportive.",Ellie: Yes Roger Its intriguing to hear about your future plans And I agree Emiliano I should remain mindful about my passion for volleyball Thanks guys You both are always so understanding and supportive,"['Ellie', 'Roger', 'Emiliano']"
899,899,145-1,"Genesis: Hey guys, sorry for being late. I overheard you were discussing about favorite classes and future plans. It's fascinating to hear about your aspirations.",Genesis: Hey guys sorry for being late I overheard you were discussing about favorite classes and future plans Its fascinating to hear about your aspirations,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
900,900,145-1,"Ellie: Hi Genesis! We are glad you join us. Yes, we were sharing our plans and the influence of past mentors. What about you? Do you have a favorite subject or class from high school or university?",Ellie: Hi Genesis We are glad you join us Yes we were sharing our plans and the influence of past mentors What about you Do you have a favorite subject or class from high school or university,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
901,901,145-1,"Genesis: Hi Ellie, Roger, Emiliano! My favorite subject is cinematography. The creativity involved and the idea of giving life to stories has always enticed me a lot.",Genesis: Hi Ellie Roger Emiliano My favorite subject is cinematography The creativity involved and the idea of giving life to stories has always enticed me a lot,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
902,902,145-1,Roger: That's really cool Genesis! Cinematography is indeed an exciting field. I've always been intrigued by the way a film or video can capture a narrative.,Roger: Thats really cool Genesis Cinematography is indeed an exciting field Ive always been intrigued by the way a film or video can capture a narrative,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
