,index,question,question_type,set_id
1131,1131,List all the characters who know the precise correct answer to this question.,tom:answerability:list,18-0-1
1132,1132,Does Mia know the precise correct answer to this question?,tom:answerability:binary,18-0-1
1133,1133,Does Addison know the precise correct answer to this question?,tom:answerability:binary,18-0-1
1134,1134,Does Gabriela know the precise correct answer to this question?,tom:answerability:binary,18-0-1
1135,1135,Does Mary know the precise correct answer to this question?,tom:answerability:binary,18-0-1
1136,1136,Does Emily know the precise correct answer to this question?,tom:answerability:binary,18-0-1
1137,1137,List all the characters who know this information.,tom:info_accessibility:list,18-0-1
1138,1138,Does Mia know this information?,tom:info_accessibility:binary,18-0-1
1139,1139,Does Addison know this information?,tom:info_accessibility:binary,18-0-1
1140,1140,Does Gabriela know this information?,tom:info_accessibility:binary,18-0-1
1141,1141,Does Mary know this information?,tom:info_accessibility:binary,18-0-1
1142,1142,Does Emily know this information?,tom:info_accessibility:binary,18-0-1
1143,1143,"What ingredients does Gabriela use for her salmon marinade, and what does Mia use to coat her chicken?",fact,18-0-2
1144,1144,What does Emily believe about the ingredients Gabriela uses for her salmon marinade and what Mia uses to coat her chicken?,tom:belief:inaccessible,18-0-2
1145,1145,"What does Emily believe about the ingredients Gabriela uses for her salmon marinade and what Mia uses to coat her chicken?
(a) Emily is unaware about the ingredients Gabriela uses for her salmon marinade and what Mia uses to coat her chicken because she was not involved in the conversation when this was discussed.
(b) Emily believes that Gabriela uses lemon juice, olive oil, garlic, and fresh herbs for her salmon marinade and Mia uses a mixture of honey and soy sauce to coat her chicken.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,18-0-2
1146,1146,List all the characters who know the precise correct answer to this question.,tom:answerability:list,18-0-2
1147,1147,Does Mia know the precise correct answer to this question?,tom:answerability:binary,18-0-2
1148,1148,Does Addison know the precise correct answer to this question?,tom:answerability:binary,18-0-2
1149,1149,Does Gabriela know the precise correct answer to this question?,tom:answerability:binary,18-0-2
1150,1150,Does Mary know the precise correct answer to this question?,tom:answerability:binary,18-0-2
1151,1151,Does Emily know the precise correct answer to this question?,tom:answerability:binary,18-0-2
1152,1152,List all the characters who know this information.,tom:info_accessibility:list,18-0-2
1153,1153,Does Mia know this information?,tom:info_accessibility:binary,18-0-2
1154,1154,Does Addison know this information?,tom:info_accessibility:binary,18-0-2
1155,1155,Does Gabriela know this information?,tom:info_accessibility:binary,18-0-2
1156,1156,Does Mary know this information?,tom:info_accessibility:binary,18-0-2
1157,1157,Does Emily know this information?,tom:info_accessibility:binary,18-0-2
1158,1158,What activity did Mia and Emily decide to do together?,fact,18-1-0
1159,1159,What does Gabriela believe is the activity that Mia and Emily decided to do together?,tom:belief:inaccessible,18-1-0
1160,1160,"What does Gabriela believe is the activity that Mia and Emily decided to do together?
(a) Gabriela believes that the activity Mia and Emily decided to do together is planning their next food adventure.
(b) Gabriela believes that the activity Mia and Emily decided to do together is a restaurant swap.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,18-1-0
1161,1161,List all the characters who know the precise correct answer to this question.,tom:answerability:list,18-1-0
1162,1162,Does Mia know the precise correct answer to this question?,tom:answerability:binary,18-1-0
1163,1163,Does Addison know the precise correct answer to this question?,tom:answerability:binary,18-1-0
1164,1164,Does Gabriela know the precise correct answer to this question?,tom:answerability:binary,18-1-0
1165,1165,Does Mary know the precise correct answer to this question?,tom:answerability:binary,18-1-0
1166,1166,Does Emily know the precise correct answer to this question?,tom:answerability:binary,18-1-0
1167,1167,List all the characters who know this information.,tom:info_accessibility:list,18-1-0
1168,1168,Does Mia know this information?,tom:info_accessibility:binary,18-1-0
1169,1169,Does Addison know this information?,tom:info_accessibility:binary,18-1-0
1170,1170,Does Gabriela know this information?,tom:info_accessibility:binary,18-1-0
1171,1171,Does Mary know this information?,tom:info_accessibility:binary,18-1-0
1172,1172,Does Emily know this information?,tom:info_accessibility:binary,18-1-0
1173,1173,What dishes were recommended by Mia and Emily from their favorite restaurants?,fact,18-1-1
1174,1174,What does Gabriela believe are the dishes recommended by Mia and Emily from their favorite restaurants?,tom:belief:inaccessible,18-1-1
1175,1175,"What does Gabriela believe are the dishes recommended by Mia and Emily from their favorite restaurants?
(a) Gabriela believes that the dishes recommended by Mia and Emily from their favorite restaurants are the carbonara and homemade tiramisu from Mia's favorite Italian restaurant and the salmon nigiri from Emily's favorite Japanese sushi bar.
(b) Gabriela is unaware of the dishes recommended by Mia and Emily from their favorite restaurants because she was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,18-1-1
1176,1176,List all the characters who know the precise correct answer to this question.,tom:answerability:list,18-1-1
1177,1177,Does Mia know the precise correct answer to this question?,tom:answerability:binary,18-1-1
1178,1178,Does Addison know the precise correct answer to this question?,tom:answerability:binary,18-1-1
1179,1179,Does Gabriela know the precise correct answer to this question?,tom:answerability:binary,18-1-1
1180,1180,Does Mary know the precise correct answer to this question?,tom:answerability:binary,18-1-1
1181,1181,Does Emily know the precise correct answer to this question?,tom:answerability:binary,18-1-1
1182,1182,List all the characters who know this information.,tom:info_accessibility:list,18-1-1
1183,1183,Does Mia know this information?,tom:info_accessibility:binary,18-1-1
1184,1184,Does Addison know this information?,tom:info_accessibility:binary,18-1-1
1185,1185,Does Gabriela know this information?,tom:info_accessibility:binary,18-1-1
1186,1186,Does Mary know this information?,tom:info_accessibility:binary,18-1-1
1187,1187,Does Emily know this information?,tom:info_accessibility:binary,18-1-1
1188,1188,"In their restaurant swap, what type of restaurant was Mia supposed to try, and what type was Emily supposed to try?",fact,18-1-2
1189,1189,"What does Gabriela believe about the type of restaurant Mia was supposed to try, and the type of restaurant Emily was supposed to try?",tom:belief:inaccessible,18-1-2
1190,1190,"What does Gabriela believe about the type of restaurant Mia was supposed to try, and the type of restaurant Emily was supposed to try?
(a) Gabriela does not know or is unaware about the type of restaurant Mia was supposed to try, and the type of restaurant Emily was supposed to try because she was not involved in the conversation when this was discussed.
(b) Gabriela believes that Mia was supposed to try a Japanese sushi restaurant, and Emily was supposed to try an Italian restaurant.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,18-1-2
1191,1191,List all the characters who know the precise correct answer to this question.,tom:answerability:list,18-1-2
1192,1192,Does Mia know the precise correct answer to this question?,tom:answerability:binary,18-1-2
1193,1193,Does Addison know the precise correct answer to this question?,tom:answerability:binary,18-1-2
1194,1194,Does Gabriela know the precise correct answer to this question?,tom:answerability:binary,18-1-2
1195,1195,Does Mary know the precise correct answer to this question?,tom:answerability:binary,18-1-2
1196,1196,Does Emily know the precise correct answer to this question?,tom:answerability:binary,18-1-2
1197,1197,List all the characters who know this information.,tom:info_accessibility:list,18-1-2
1198,1198,Does Mia know this information?,tom:info_accessibility:binary,18-1-2
1199,1199,Does Addison know this information?,tom:info_accessibility:binary,18-1-2
1200,1200,Does Gabriela know this information?,tom:info_accessibility:binary,18-1-2
1201,1201,Does Mary know this information?,tom:info_accessibility:binary,18-1-2
1202,1202,Does Emily know this information?,tom:info_accessibility:binary,18-1-2
1203,1203,What were the main topics of discussion before Tessa became part of the conversation?,fact,19-0-0
1204,1204,What does Tessa believe were the main topics of discussion before she became part of the conversation?,tom:belief:inaccessible,19-0-0
1205,1205,"What does Tessa believe were the main topics of discussion before she became part of the conversation?
(a) Tessa believes that the main topics of discussion before she became part of the conversation were their favorite sports.
(b) Tessa believes that the main topics of discussion before she joined were the economic impact of sports on cities and countries, the job opportunities that sports generate, the role of sports in tourism, and the favorite sports of Craig and Mikayla.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,19-0-0
1206,1206,What does Reid believe were the main topics of discussion that Mikayla thinks were discussed before Tessa joined the conversation?,tom:belief:accessible,19-0-0
1207,1207,"What does Reid believe were the main topics of discussion that Mikayla thinks were discussed before Tessa joined the conversation?
(a) Reid is unaware about the main topics of discussion that Mikayla thinks were discussed before Tessa joined the conversation.
(b) Reid believes that Mikayla thinks the main topics discussed before Tessa joined were the economic impact of sports on cities and countries, the job opportunities that sports generate, the role of sports in tourism, and the favorite sports of Craig and Mikayla.

Choose an answer from above:",tom:belief:accessible:multiple-choice,19-0-0
1208,1208,List all the characters who know the precise correct answer to this question.,tom:answerability:list,19-0-0
1209,1209,Does Mikayla know the precise correct answer to this question?,tom:answerability:binary,19-0-0
1210,1210,Does Craig know the precise correct answer to this question?,tom:answerability:binary,19-0-0
1211,1211,Does Reid know the precise correct answer to this question?,tom:answerability:binary,19-0-0
1212,1212,Does Asher know the precise correct answer to this question?,tom:answerability:binary,19-0-0
1213,1213,Does Tessa know the precise correct answer to this question?,tom:answerability:binary,19-0-0
1214,1214,List all the characters who know this information.,tom:info_accessibility:list,19-0-0
1215,1215,Does Mikayla know this information?,tom:info_accessibility:binary,19-0-0
1216,1216,Does Craig know this information?,tom:info_accessibility:binary,19-0-0
1217,1217,Does Reid know this information?,tom:info_accessibility:binary,19-0-0
1218,1218,Does Asher know this information?,tom:info_accessibility:binary,19-0-0
1219,1219,Does Tessa know this information?,tom:info_accessibility:binary,19-0-0
1220,1220,How did the focus of the conversation change upon Tessa's arrival?,fact,19-0-1
1221,1221,What does Tessa believe about how the focus of the conversation changed upon her arrival?,tom:belief:accessible,19-0-1
1222,1222,"What does Tessa believe about how the focus of the conversation changed upon her arrival?
(a) Tessa believes that the focus of the conversation changed from sharing favorite sports to discussing the impact of controversies and scandals in sports upon her arrival.
(b) Tessa does not know or is unaware about how the focus of the conversation changed upon her arrival because she was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:accessible:multiple-choice,19-0-1
1223,1223,What does Reid believe about Mikayla's belief regarding the change in focus of the conversation upon Tessa's arrival?,tom:belief:accessible,19-0-1
1224,1224,"What does Reid believe about Mikayla's belief regarding the change in focus of the conversation upon Tessa's arrival?
(a) Reid does not know or is unaware about Mikayla's belief regarding the change in focus of the conversation upon Tessa's arrival.
(b) Reid believes that Mikayla thinks the focus of the conversation shifted to the impact of controversies and scandals in sports on fans upon Tessa's arrival.

Choose an answer from above:",tom:belief:accessible:multiple-choice,19-0-1
1225,1225,List all the characters who know the precise correct answer to this question.,tom:answerability:list,19-0-1
1226,1226,Does Mikayla know the precise correct answer to this question?,tom:answerability:binary,19-0-1
1227,1227,Does Craig know the precise correct answer to this question?,tom:answerability:binary,19-0-1
1228,1228,Does Reid know the precise correct answer to this question?,tom:answerability:binary,19-0-1
1229,1229,Does Asher know the precise correct answer to this question?,tom:answerability:binary,19-0-1
1230,1230,Does Tessa know the precise correct answer to this question?,tom:answerability:binary,19-0-1
1231,1231,List all the characters who know this information.,tom:info_accessibility:list,19-0-1
1232,1232,Does Mikayla know this information?,tom:info_accessibility:binary,19-0-1
1233,1233,Does Craig know this information?,tom:info_accessibility:binary,19-0-1
1234,1234,Does Reid know this information?,tom:info_accessibility:binary,19-0-1
1235,1235,Does Asher know this information?,tom:info_accessibility:binary,19-0-1
1236,1236,Does Tessa know this information?,tom:info_accessibility:binary,19-0-1
1237,1237,What aspects related to sports were not discussed once Tessa joined the conversation?,fact,19-0-2
1238,1238,What aspects related to sports does Tessa believe were not discussed once she joined the conversation?,tom:belief:inaccessible,19-0-2
1239,1239,"What aspects related to sports does Tessa believe were not discussed once she joined the conversation?
(a) Tessa does not know or is unaware about the aspects related to sports that were not discussed once she joined the conversation because she was not involved in the conversation when this was discussed.
(b) Tessa believes that the aspects related to the economic impact of sports were not discussed once she joined the conversation.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,19-0-2
1240,1240,What aspects related to sports does Mikayla believe that Reid believes were not discussed once Tessa joined the conversation?,tom:belief:accessible,19-0-2
1241,1241,"What aspects related to sports does Mikayla believe that Reid believes were not discussed once Tessa joined the conversation?
(a) Mikayla believes that Reid believes that the economic impact of sports was not discussed once Tessa joined the conversation.
(b) Both Mikayla and Reid are unaware or do not know about the aspects related to sports that were not discussed once Tessa joined the conversation.

Choose an answer from above:",tom:belief:accessible:multiple-choice,19-0-2
1242,1242,List all the characters who know the precise correct answer to this question.,tom:answerability:list,19-0-2
1243,1243,Does Mikayla know the precise correct answer to this question?,tom:answerability:binary,19-0-2
1244,1244,Does Craig know the precise correct answer to this question?,tom:answerability:binary,19-0-2
1245,1245,Does Reid know the precise correct answer to this question?,tom:answerability:binary,19-0-2
1246,1246,Does Asher know the precise correct answer to this question?,tom:answerability:binary,19-0-2
1247,1247,Does Tessa know the precise correct answer to this question?,tom:answerability:binary,19-0-2
1248,1248,List all the characters who know this information.,tom:info_accessibility:list,19-0-2
1249,1249,Does Mikayla know this information?,tom:info_accessibility:binary,19-0-2
1250,1250,Does Craig know this information?,tom:info_accessibility:binary,19-0-2
1251,1251,Does Reid know this information?,tom:info_accessibility:binary,19-0-2
1252,1252,Does Asher know this information?,tom:info_accessibility:binary,19-0-2
1253,1253,Does Tessa know this information?,tom:info_accessibility:binary,19-0-2
1254,1254,Who were some of the fashion icons that Sarah and Fiona discussed?,fact,20-0-0
1255,1255,Who does Nora believe were some of the fashion icons that Sarah and Fiona discussed?,tom:belief:inaccessible,20-0-0
1256,1256,"Who does Nora believe were some of the fashion icons that Sarah and Fiona discussed?
(a) Nora believes that some of the fashion icons Sarah and Fiona discussed were Audrey Hepburn, Rihanna, Princess Diana, Victoria Beckham, Camila Coelho, Chiara Ferragni, and Alexa Chung.
(b) Nora does not know or is unaware about the fashion icons that Sarah and Fiona discussed because she was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,20-0-0
1257,1257,List all the characters who know the precise correct answer to this question.,tom:answerability:list,20-0-0
1258,1258,Does Bruce know the precise correct answer to this question?,tom:answerability:binary,20-0-0
1259,1259,Does Sarah know the precise correct answer to this question?,tom:answerability:binary,20-0-0
1260,1260,Does Fiona know the precise correct answer to this question?,tom:answerability:binary,20-0-0
1261,1261,Does Nora know the precise correct answer to this question?,tom:answerability:binary,20-0-0
1262,1262,Does Kamryn know the precise correct answer to this question?,tom:answerability:binary,20-0-0
1263,1263,List all the characters who know this information.,tom:info_accessibility:list,20-0-0
1264,1264,Does Bruce know this information?,tom:info_accessibility:binary,20-0-0
1265,1265,Does Sarah know this information?,tom:info_accessibility:binary,20-0-0
1266,1266,Does Fiona know this information?,tom:info_accessibility:binary,20-0-0
1267,1267,Does Nora know this information?,tom:info_accessibility:binary,20-0-0
1268,1268,Does Kamryn know this information?,tom:info_accessibility:binary,20-0-0
1269,1269,What did Sarah and Fiona discuss about online fashion influencers?,fact,20-0-1
1270,1270,What does Nora believe Sarah and Fiona discussed about online fashion influencers?,tom:belief:inaccessible,20-0-1
1271,1271,"What does Nora believe Sarah and Fiona discussed about online fashion influencers?
(a) Nora believes that Sarah and Fiona discussed their practice of taking fashion advice from online influencers. She thinks Sarah mentioned her preference for following Instagram fashion bloggers like Camila Coelho due to her mix of high-end and affordable fashion. Nora also believes Fiona talked about following Chiara Ferragni and Alexa Chung, and attempting to incorporate Chung's tomboy chic style. Nora suspects they both agreed on the idea that social media has increased the accessibility of fashion and offered extensive sources of inspiration.
(b) Nora does not know or is unaware about what Sarah and Fiona discussed about online fashion influencers.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,20-0-1
1272,1272,List all the characters who know the precise correct answer to this question.,tom:answerability:list,20-0-1
1273,1273,Does Bruce know the precise correct answer to this question?,tom:answerability:binary,20-0-1
1274,1274,Does Sarah know the precise correct answer to this question?,tom:answerability:binary,20-0-1
1275,1275,Does Fiona know the precise correct answer to this question?,tom:answerability:binary,20-0-1
1276,1276,Does Nora know the precise correct answer to this question?,tom:answerability:binary,20-0-1
1277,1277,Does Kamryn know the precise correct answer to this question?,tom:answerability:binary,20-0-1
1278,1278,List all the characters who know this information.,tom:info_accessibility:list,20-0-1
1279,1279,Does Bruce know this information?,tom:info_accessibility:binary,20-0-1
1280,1280,Does Sarah know this information?,tom:info_accessibility:binary,20-0-1
1281,1281,Does Fiona know this information?,tom:info_accessibility:binary,20-0-1
1282,1282,Does Nora know this information?,tom:info_accessibility:binary,20-0-1
1283,1283,Does Kamryn know this information?,tom:info_accessibility:binary,20-0-1
1284,1284,"Who are some of the fashion icons that have influenced Sarah, Fiona, and Nora's personal styles?",fact,20-1-0
1285,1285,"Who does Kamryn believe are some of the fashion icons that have influenced Sarah, Fiona, and Nora's personal styles?",tom:belief:inaccessible,20-1-0
1286,1286,"Who does Kamryn believe are some of the fashion icons that have influenced Sarah, Fiona, and Nora's personal styles?
(a) Kamryn does not know or is unaware about who are some of the fashion icons that have influenced Sarah, Fiona, and Nora's personal styles.
(b) Kamryn believes that Audrey Hepburn, Princess Diana, and Victoria Beckham have influenced Sarah's personal style. Audrey Hepburn, Rihanna, Chiara Ferragni, and Alexa Chung are considered as fashion icons for Fiona. For Nora, it's Coco Chanel who has had an impact on her style.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,20-1-0
1287,1287,List all the characters who know the precise correct answer to this question.,tom:answerability:list,20-1-0
1288,1288,Does Bruce know the precise correct answer to this question?,tom:answerability:binary,20-1-0
1289,1289,Does Sarah know the precise correct answer to this question?,tom:answerability:binary,20-1-0
1290,1290,Does Fiona know the precise correct answer to this question?,tom:answerability:binary,20-1-0
1291,1291,Does Nora know the precise correct answer to this question?,tom:answerability:binary,20-1-0
1292,1292,Does Kamryn know the precise correct answer to this question?,tom:answerability:binary,20-1-0
1293,1293,List all the characters who know this information.,tom:info_accessibility:list,20-1-0
1294,1294,Does Bruce know this information?,tom:info_accessibility:binary,20-1-0
1295,1295,Does Sarah know this information?,tom:info_accessibility:binary,20-1-0
1296,1296,Does Fiona know this information?,tom:info_accessibility:binary,20-1-0
1297,1297,Does Nora know this information?,tom:info_accessibility:binary,20-1-0
1298,1298,Does Kamryn know this information?,tom:info_accessibility:binary,20-1-0
1299,1299,What are their views on the influence of social media on the accessibility and diversity of fashion inspiration?,fact,20-1-1
1300,1300,What does Kamryn believe about the influence of social media on the accessibility and diversity of fashion inspiration?,tom:belief:inaccessible,20-1-1
1301,1301,"What does Kamryn believe about the influence of social media on the accessibility and diversity of fashion inspiration?
(a) Kamryn does not know about the influence of social media on the accessibility and diversity of fashion inspiration, as he/she was not involved in the conversation when this topic was discussed.
(b) Kamryn believes that social media has made fashion more accessible and diverse in terms of inspiration. She believes that one can now draw inspiration from both famous icons and regular individuals with great style. She holds the view that there is an endless amount of inspiration available for anyone interested in fashion.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,20-1-1
1302,1302,List all the characters who know the precise correct answer to this question.,tom:answerability:list,20-1-1
1303,1303,Does Bruce know the precise correct answer to this question?,tom:answerability:binary,20-1-1
1304,1304,Does Sarah know the precise correct answer to this question?,tom:answerability:binary,20-1-1
1305,1305,Does Fiona know the precise correct answer to this question?,tom:answerability:binary,20-1-1
1306,1306,Does Nora know the precise correct answer to this question?,tom:answerability:binary,20-1-1
1307,1307,Does Kamryn know the precise correct answer to this question?,tom:answerability:binary,20-1-1
1308,1308,List all the characters who know this information.,tom:info_accessibility:list,20-1-1
1309,1309,Does Bruce know this information?,tom:info_accessibility:binary,20-1-1
1310,1310,Does Sarah know this information?,tom:info_accessibility:binary,20-1-1
1311,1311,Does Fiona know this information?,tom:info_accessibility:binary,20-1-1
1312,1312,Does Nora know this information?,tom:info_accessibility:binary,20-1-1
1313,1313,Does Kamryn know this information?,tom:info_accessibility:binary,20-1-1
1314,1314,What are their favorite fashion brands as shared in the conversation?,fact,20-1-2
1315,1315,What does Kamryn believe are their favorite fashion brands based on the conversation?,tom:belief:inaccessible,20-1-2
1316,1316,"What does Kamryn believe are their favorite fashion brands based on the conversation?
(a) The conversation does not provide information on what Kamryn's favorite fashion brands are.
(b) Kamryn is unaware of their favorite fashion brands as they were not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,20-1-2
1317,1317,What does Nora believe are Sarah's favorite fashion brands based on their conversation?,tom:belief:accessible,20-1-2
1318,1318,"What does Nora believe are Sarah's favorite fashion brands based on their conversation?
(a) Nora believes that Sarah's favorite fashion brands are Zara and Tory Burch.
(b) Neither Nora nor Sarah have expressed any knowledge or beliefs about Sarah's favorite fashion brands based on their conversation.

Choose an answer from above:",tom:belief:accessible:multiple-choice,20-1-2
1319,1319,List all the characters who know the precise correct answer to this question.,tom:answerability:list,20-1-2
1320,1320,Does Bruce know the precise correct answer to this question?,tom:answerability:binary,20-1-2
1321,1321,Does Sarah know the precise correct answer to this question?,tom:answerability:binary,20-1-2
1322,1322,Does Fiona know the precise correct answer to this question?,tom:answerability:binary,20-1-2
1323,1323,Does Nora know the precise correct answer to this question?,tom:answerability:binary,20-1-2
1324,1324,Does Kamryn know the precise correct answer to this question?,tom:answerability:binary,20-1-2
1325,1325,List all the characters who know this information.,tom:info_accessibility:list,20-1-2
1326,1326,Does Bruce know this information?,tom:info_accessibility:binary,20-1-2
1327,1327,Does Sarah know this information?,tom:info_accessibility:binary,20-1-2
1328,1328,Does Fiona know this information?,tom:info_accessibility:binary,20-1-2
1329,1329,Does Nora know this information?,tom:info_accessibility:binary,20-1-2
1330,1330,Does Kamryn know this information?,tom:info_accessibility:binary,20-1-2
1331,1331,Which art movements and styles did Leo express an appreciation for during the discussion?,fact,21-0-0
1332,1332,What art movements and styles does Tyson believe Leo expressed an appreciation for during the discussion?,tom:belief:inaccessible,21-0-0
1333,1333,"What art movements and styles does Tyson believe Leo expressed an appreciation for during the discussion?
(a) Tyson believes that Leo did not express appreciation for any specific art movements or styles during the discussion.
(b) Tyson believes that Leo expressed an appreciation for the art movements of Impressionism and the art style of Cubism during the discussion.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-0
1334,1334,What does Haley believe that Tyson thinks about which art movements and styles Leo expressed an appreciation for during the discussion?,tom:belief:inaccessible,21-0-0
1335,1335,"What does Haley believe that Tyson thinks about which art movements and styles Leo expressed an appreciation for during the discussion?
(a) Haley believes that Tyson thinks Leo did not express appreciation for any specific art movements or styles during the discussion.
(b) Haley believes that Tyson thinks Leo expressed an appreciation for the art movement of Impressionism and the art style of Cubism during the discussion.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-0
1336,1336,What art movements and styles does Leo believe that Tyson thinks he appreciates?,tom:belief:inaccessible,21-0-0
1337,1337,"What art movements and styles does Leo believe that Tyson thinks he appreciates?
(a) Tyson believes that Leo appreciates the art movements of Impressionism and the art style of Cubism.
(b) Leo is unaware about what art movements and styles Tyson thinks he appreciates because Tyson was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-0
1338,1338,List all the characters who know the precise correct answer to this question.,tom:answerability:list,21-0-0
1339,1339,Does Leo know the precise correct answer to this question?,tom:answerability:binary,21-0-0
1340,1340,Does Tyson know the precise correct answer to this question?,tom:answerability:binary,21-0-0
1341,1341,Does Jeremy know the precise correct answer to this question?,tom:answerability:binary,21-0-0
1342,1342,Does Kassidy know the precise correct answer to this question?,tom:answerability:binary,21-0-0
1343,1343,Does Haley know the precise correct answer to this question?,tom:answerability:binary,21-0-0
1344,1344,List all the characters who know this information.,tom:info_accessibility:list,21-0-0
1345,1345,Does Leo know this information?,tom:info_accessibility:binary,21-0-0
1346,1346,Does Tyson know this information?,tom:info_accessibility:binary,21-0-0
1347,1347,Does Jeremy know this information?,tom:info_accessibility:binary,21-0-0
1348,1348,Does Kassidy know this information?,tom:info_accessibility:binary,21-0-0
1349,1349,Does Haley know this information?,tom:info_accessibility:binary,21-0-0
1350,1350,What modern art movements does Haley show interest in?,fact,21-0-1
1351,1351,What does Tyson believe are the modern art movements that Haley shows interest in?,tom:belief:inaccessible,21-0-1
1352,1352,"What does Tyson believe are the modern art movements that Haley shows interest in?
(a) Tyson believes that the modern art movements Haley shows interest in are abstract expressionism and minimalism.
(b) Tyson does not know or is unaware about the modern art movements that Haley shows interest in because he was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-1
1353,1353,What does Leo believe that Tyson thinks are the modern art movements Haley is interested in?,tom:belief:inaccessible,21-0-1
1354,1354,"What does Leo believe that Tyson thinks are the modern art movements Haley is interested in?
(a) Leo believes that Tyson thinks the modern art movements Haley is interested in are abstract expressionism and minimalism.
(b) Leo believes that Tyson is unaware of the modern art movements Haley is interested in because Tyson was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-1
1355,1355,What does Haley believe about Tyson's understanding of her interest in modern art movements?,tom:belief:inaccessible,21-0-1
1356,1356,"What does Haley believe about Tyson's understanding of her interest in modern art movements?
(a) Tyson understands that Haley has an interest in modern art movements such as abstract expressionism and minimalism.
(b) Haley believes that Tyson is unaware of her interest in modern art movements, as he was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-1
1357,1357,List all the characters who know the precise correct answer to this question.,tom:answerability:list,21-0-1
1358,1358,Does Leo know the precise correct answer to this question?,tom:answerability:binary,21-0-1
1359,1359,Does Tyson know the precise correct answer to this question?,tom:answerability:binary,21-0-1
1360,1360,Does Jeremy know the precise correct answer to this question?,tom:answerability:binary,21-0-1
1361,1361,Does Kassidy know the precise correct answer to this question?,tom:answerability:binary,21-0-1
1362,1362,Does Haley know the precise correct answer to this question?,tom:answerability:binary,21-0-1
1363,1363,List all the characters who know this information.,tom:info_accessibility:list,21-0-1
1364,1364,Does Leo know this information?,tom:info_accessibility:binary,21-0-1
1365,1365,Does Tyson know this information?,tom:info_accessibility:binary,21-0-1
1366,1366,Does Jeremy know this information?,tom:info_accessibility:binary,21-0-1
1367,1367,Does Kassidy know this information?,tom:info_accessibility:binary,21-0-1
1368,1368,Does Haley know this information?,tom:info_accessibility:binary,21-0-1
1369,1369,What did Kassidy reveal to be her favorite art styles and movements?,fact,21-0-2
1370,1370,What does Tyson believe to be Kassidy's favorite art styles and movements?,tom:belief:inaccessible,21-0-2
1371,1371,"What does Tyson believe to be Kassidy's favorite art styles and movements?
(a) Tyson is unaware of what Kassidy's favorite art styles and movements are because he was not involved in the conversation when this was discussed.
(b) Tyson believes that Kassidy's favorite art movement is Surrealism and her favorite art style is Baroque.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-2
1372,1372,What does Haley believe that Tyson thinks are Kassidy's favorite art styles and movements?,tom:belief:inaccessible,21-0-2
1373,1373,"What does Haley believe that Tyson thinks are Kassidy's favorite art styles and movements?
(a) Haley believes that Tyson thinks Kassidy's favorite art styles and movements are Surrealism and Baroque.
(b) Haley believes that Tyson is unaware of what Kassidy's favorite art styles and movements are, as Tyson was not part of the conversation when this subject was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-2
1374,1374,What does Kassidy believe Tyson thinks are her favorite art styles and movements?,tom:belief:inaccessible,21-0-2
1375,1375,"What does Kassidy believe Tyson thinks are her favorite art styles and movements?
(a) Tyson is unaware of what Kassidy believes are her favorite art styles and movements. This is due to him not being present in the conversation where this was discussed.
(b) Tyson thinks that Kassidy's favorite art movement is Surrealism and her favorite art style is Baroque.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-0-2
1376,1376,List all the characters who know the precise correct answer to this question.,tom:answerability:list,21-0-2
1377,1377,Does Leo know the precise correct answer to this question?,tom:answerability:binary,21-0-2
1378,1378,Does Tyson know the precise correct answer to this question?,tom:answerability:binary,21-0-2
1379,1379,Does Jeremy know the precise correct answer to this question?,tom:answerability:binary,21-0-2
1380,1380,Does Kassidy know the precise correct answer to this question?,tom:answerability:binary,21-0-2
1381,1381,Does Haley know the precise correct answer to this question?,tom:answerability:binary,21-0-2
1382,1382,List all the characters who know this information.,tom:info_accessibility:list,21-0-2
1383,1383,Does Leo know this information?,tom:info_accessibility:binary,21-0-2
1384,1384,Does Tyson know this information?,tom:info_accessibility:binary,21-0-2
